ROCK NAME,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,MGO,CAO,NA2O,K2O,P2O5,MNO,CR2O3
WEHRLITE,52,85.5,43.66,0.21,3.39,,,,11.87,24.07,12.5,0,0.11,0.14,0.18,
LHERZOLITE,35.6,5.4,44.91,0.14,3.45,,,,8.19,39.79,3.01,0.3,,,0.15,
LHERZOLITE,35.6,5.4,42.99,0.03,1.28,,,,8.13,46.11,0.82,0.47,,,0.14,
LHERZOLITE,35.6,5.4,44.29,0.04,2.04,,,,7.86,43.63,1.88,0.1,,,0.14,
LHERZOLITE,35.6,5.4,44.13,0.11,3.09,,,,8.29,41.11,2.8,0.31,,,0.15,
LHERZOLITE,35.6,5.4,43.91,0.02,1.61,,,,7.6,44.68,1.44,0.58,,,0.14,
LHERZOLITE,35.6,5.4,44.89,0.12,2.89,,,,8.05,41.17,2.43,0.31,,,0.15,
LHERZOLITE,35.6,5.4,44.73,0.11,3.13,,,,8.01,40.73,2.61,0.51,,,0.14,
PERIDOTITE,69.42,30.32,37.58,1.05,3.43,9.15,,9.16,17.39,28.87,2.17,0,0.03,0.1,0.17,
DUNITE,69.42,30.32,,,0.44,,,,,21.09,,,,0.04,,
DUNITE,69.42,30.32,,,1.33,,,,,19.57,,,,0.04,,
DUNITE,69.42,30.32,,,1.36,,,,,13.12,,,,0.04,,
WEHRLITE,69.48,30.75,,,3.26,,,,,32.95,,,,0.05,,
WEHRLITE,69.48,30.75,36.81,0.81,2.97,,,,18.38,30.05,2.02,0.14,0.31,0.05,0.19,
WEHRLITE,69.48,30.75,36.81,0.81,2.97,5.12,,13.26,,30.05,2.02,0.14,0.31,0.05,0.19,0.6
WEHRLITE,69.48,30.75,36.81,0.81,2.97,5.12,,13.26,17.86,30.05,2.02,0.14,0.31,0.05,0.19,
OLIVINITE,69.48,30.75,,,2.2,,,,,31.77,,,,0.04,,
PYROXENITE,69.48,30.75,,,4.29,,,,,16.23,,,,0,,
PYROXENITE,69.48,30.75,45.93,1.48,4.15,,,,13.53,15.69,15.48,0.42,0.14,,0.2,
WEHRLITE,69.48,30.75,,,2.97,,,,,31.82,,,,0.07,,
WEHRLITE,69.48,30.75,36.74,0.86,2.69,7.45,,11.51,18.21,28.86,2.8,0.17,0.29,0.06,0.23,
WEHRLITE,28.35,-14.12,48.12,1.88,5.38,,,,9.93,14.4,19.82,0.78,0.1,0.08,0.15,0.12
LHERZOLITE,-30.1647,141.676,38.63,0.97,6.71,,,,13.16,23.86,5.78,0.22,0.14,0.06,0.17,
PERIDOTITE,-30.6795,142.123,38.18,0.96,5.07,,,,13.39,25.39,4.29,0.17,0.05,0.13,0.2,
WEHRLITE,49.9,14,38.84,0.44,6.72,3.86,,11.98,,25.49,3.3,1.12,0.42,0.17,,
WEHRLITE,49.9,14,38.2,0.46,7.61,3.42,,12.46,,24.79,4.17,1.5,0.5,0.17,,
WEHRLITE,49.9,14,37.68,0.46,6.85,3.61,,12.84,,26.19,3.61,1.12,0.37,0.1,,
LHERZOLITE,37.67,-1.15,43.11,3.97,11.94,,,,8.77,13.46,14.98,1.94,0.88,0.13,0.11,
DUNITE,-28.5,121.5,40.74,0.04,0.33,0.06,,9.23,,48.3,0.51,0.05,0.01,,0.15,0.22
DUNITE,-28.5,121.5,40.84,0.04,0.32,0.05,,9.11,,48.43,0.48,,,,0.15,0.23
DUNITE,-28.5,121.5,41.53,0.04,0.44,0.07,,8.97,,47.98,0.28,,,,0.16,0.24
DUNITE,-28.5,121.5,40.78,0.04,0.29,0.02,,8.66,,49.14,0.3,0.05,,,0.15,0.19
DUNITE,-28.5,121.5,41.05,0.04,0.3,0.03,,8.49,,49.05,0.33,,,,0.15,0.21
PERIDOTITE,60.17,22.75,44.24,0.24,8.16,,,,12.81,26.12,6.3,0.44,0.05,0.05,0.16,
NOT-GIVEN,45.78,3.08,49.41,0.18,2.77,,,,7.86,35.49,2.67,0.37,0.14,0.03,0.16,
NOT-GIVEN,45.78,3.08,48.05,0.06,1.06,,,,8.41,34.61,6.26,0.13,0.01,0.01,0.16,
NOT-GIVEN,45.78,3.08,43.62,0.08,1.88,,,,7.87,42.61,1.94,0.14,0.08,0.02,0.13,
DUNITE,42,143,40.78,0.012,1.05,,,,8.7,47.49,0.61,0.017,0.008,0.002,0.132,0.509
HARZBURGITE,42,143,43.87,0.004,0.53,,,,7.7,46.65,0.52,0.018,0.004,0,0.132,0.432
HARZBURGITE,42,143,43.99,0.002,0.45,,,,7.73,46.36,0.48,0.012,0.005,0,0.127,0.399
HARZBURGITE,42,143,43.98,0.005,0.78,,,,7.61,45.46,0.7,0.022,0.009,0.001,0.127,0.478
HARZBURGITE,42,143,43.91,0.005,0.56,,,,7.81,45.88,0.61,,0.008,0.002,0.131,
LHERZOLITE,42,143,44.27,0.024,1.27,,,,7.92,44.6,1.29,0.046,0.01,0.002,0.138,0.401
LHERZOLITE,42,143,43.82,0.017,1.32,,,,7.92,44.36,1.32,0.04,0.012,0.003,0.134,0.403
LHERZOLITE,42,143,44.51,0.015,2.01,,,,7.9,42.47,2.05,,0.007,0.002,0.138,
LHERZOLITE,42,143,44.45,0.011,1.58,,,,7.9,43.41,1.6,,0.009,0.001,0.134,
LHERZOLITE,42,143,44.5,0.035,1.97,,,,7.62,43.04,1.38,0.062,0.01,0.002,0.131,0.47
LHERZOLITE,42,143,44.79,0.013,1.94,,,,7.51,42.7,1.94,0.061,0.007,0.001,0.131,0.442
LHERZOLITE,42,143,44.25,0.019,2.07,,,,8.12,42.47,2.19,,0.009,0.001,0.137,
PICRITE,69.39,30.83,39.6,1.12,3.91,5.26,,8.9,,29.4,3.03,0.24,0.02,0.13,0.19,0.37
LHERZOLITE,42,143,44.62,0.02,1.91,,,,7.94,42.92,2,0.06,,,0.14,0.41
PERIDOTITE,43.85,146.78,38.68,0.34,3.28,3.56,,9.56,,34.76,2.17,0.25,0.25,0.28,0.28,
DUNITE,42,143,41.45,0.01,0.11,,,,6.35,49.59,0.07,0,0.02,0,0.1,
LHERZOLITE,42,143,44.49,0.16,3.62,,,,7.68,38.5,3.68,0.34,0.03,0.01,0.13,
LHERZOLITE,42,143,44.28,0.11,2.39,,,,8.42,41.26,2.34,0.18,0.03,0.01,0.13,
LHERZOLITE,42,143,44.51,0.15,3.38,,,,8.16,39.46,3.31,0.33,0.03,0.01,0.14,
LHERZOLITE,42,143,44.66,0.14,2.88,,,,8.28,39.94,3,0.25,0.02,0.01,0.14,
LHERZOLITE,42,143,44.73,0.11,2.98,,,,8.02,41.24,2.92,0.28,0.02,0.01,0.14,
LHERZOLITE,42,143,44.28,0.12,2.83,,,,7.96,41.23,2.75,0.28,0.03,0.01,0.13,
LHERZOLITE,42,143,43.89,0.01,1.11,,,,7.97,45.65,1.41,0.02,0.02,0,0.13,
LHERZOLITE,42,143,44.36,0.02,1.59,,,,7.81,43.76,1.75,0.05,0.02,0,0.13,
LHERZOLITE,42,143,44.34,0.04,1.88,,,,7.83,43,1.63,0.01,0.03,0,0.13,
LHERZOLITE,42,143,44.74,0.04,2.02,,,,7.74,42.65,2.31,0.15,0.03,0.01,0.13,
LHERZOLITE,42,143,46.26,0.31,5.49,,,,7.73,33.08,5.63,0.59,0.03,0.02,0.14,
LHERZOLITE,42,143,43.88,0.17,3.95,,,,8.71,38.55,3.58,0.33,0.02,0.01,0.14,
LHERZOLITE,42,143,44.64,0.16,3.4,,,,8.28,39.18,3.42,0.33,0.02,0.01,0.14,
LHERZOLITE,42,143,43.7,0.16,3.43,,,,8.25,38.95,3.05,0.34,0.02,0.02,0.14,
HARZBURGITE,42,143,41.13,0.02,0.4,,,,8.93,48.23,0.82,0.03,0.02,0.01,0.14,
DUNITE,42,143,39.58,0.01,1.16,,,,10.46,47.37,0.64,0.01,0.02,0,0.17,
HARZBURGITE,42,143,43.57,0.01,0.87,,,,7.81,46.34,0.72,0.01,0.03,0.01,0.13,
LHERZOLITE,42,143,44.44,0.13,3.3,,,,8.13,39.9,2.96,0.26,0.03,0.01,0.14,
LHERZOLITE,42,143,44.21,0.08,2.96,,,,8.22,41.64,2.75,0.23,0.03,0.01,0.14,
LHERZOLITE,42,143,44.87,0.13,3.6,,,,8.02,39.2,3.36,0.31,0.02,0.01,0.14,
LHERZOLITE,42,143,44.46,0.02,1.49,,,,7.97,44.02,1.77,0.05,0.01,0,0.13,
LHERZOLITE,42,143,44.67,0.02,1.06,,,,7.8,44.52,1.15,,0.01,0,0.13,
LHERZOLITE,42,143,44.13,0.07,1.62,,,,8.06,44.16,1.72,0.09,0.01,0,0.13,
LHERZOLITE,42,143,43.49,0.02,1.4,,,,8.33,44.36,1.59,0,0.01,0,0.13,
LHERZOLITE,42,143,44.2,0.02,1.94,,,,8.14,43.68,1.93,0.01,0.01,0,0.13,
LHERZOLITE,42,143,44.53,0.02,2.11,,,,8.02,41.97,2.35,0.07,0.01,0,0.14,
LHERZOLITE,42,143,44.4,0.02,1.71,,,,8.11,44.22,1.92,0.02,0.01,0,0.13,
LHERZOLITE,42,143,44.81,0.02,1.52,,,,7.48,44.69,1.36,0.02,0.01,0.01,0.13,
HARZBURGITE,42,143,43.93,0.01,1.03,,,,7.99,44.86,1.22,,0.01,0,0.13,
LHERZOLITE,42,143,44.8,0.03,1.95,,,,7.94,43.52,2.66,0.01,0.01,0,0.13,
LHERZOLITE,42,143,44.71,0.02,1.79,,,,7.85,43.39,2.03,,0.01,0,0.13,
LHERZOLITE,42,143,43.47,0.02,0.99,,,,7.99,45.84,1.22,,0.01,0.01,0.13,
LHERZOLITE,42,143,43.17,0.02,1.72,,,,8.12,44.23,1.79,0.02,0.01,0,0.13,
LHERZOLITE,42,143,44.18,0.02,1.97,,,,8.04,43.41,2.36,0.06,0.01,0,0.13,
LHERZOLITE,42,143,44.64,0.11,2.88,,,,7.95,40.91,2.97,0.21,0.01,0.01,0.13,
LHERZOLITE,42,143,43.95,0.12,3.44,,,,8.03,40.8,3.2,0.23,0.01,0.01,0.13,
LHERZOLITE,42,143,45.26,0.16,3.9,,,,7.78,38.42,3.77,0.32,0.02,0.01,0.13,
HARZBURGITE,42,143,44.12,0.01,0.38,,,,7.49,48.38,0.3,,0.01,0,0.13,
HARZBURGITE,42,143,42.5,0.02,0.38,,,,7.76,48.38,0.59,,0.01,0,0.13,
HARZBURGITE,42,143,44.18,0.01,0.52,,,,7.55,47.71,0.52,0.01,0.01,0,0.12,
LHERZOLITE,42,143,46.5,0.07,1.44,,,,7.16,43.19,1.46,0,0.01,0,0.12,
LHERZOLITE,42,143,44.91,0.15,3.7,,,,7.99,39.27,4.11,0.24,0.01,0.01,0.14,
LHERZOLITE,42,143,44.73,0.12,3.15,,,,7.8,40.38,3.14,0.24,0.01,0.01,0.13,
LHERZOLITE,42,143,44.91,0.16,3.63,,,,8.16,39.79,3.46,0.31,0.01,0.01,0.14,
LHERZOLITE,42,143,44.93,0.14,2.65,,,,7.95,41.5,3.15,0.22,0.01,0.01,0.13,
LHERZOLITE,42,143,44.54,0.11,2.98,,,,7.86,41.17,2.78,0.19,0.01,0.01,0.13,
HARZBURGITE,42,143,43.99,0.07,0.82,,,,8.69,46.2,0.59,0.03,0.01,0.01,0.12,
LHERZOLITE,42,143,44.93,0.13,3.91,,,,7.99,39.55,3.44,0.24,0.02,0.01,0.14,
LHERZOLITE,42,143,44.08,0.11,2.74,,,,8.31,42.77,2.38,0.19,0.02,0.01,0.13,
LHERZOLITE,42,143,44.01,0.03,2.03,,,,7.96,43.14,2.15,0.08,0.02,0.01,0.13,
HARZBURGITE,42,143,44.23,0.04,0.86,,,,8.65,46.52,1.13,0.04,0.01,0.01,0.12,
LHERZOLITE,42,143,44.39,0.03,2.01,,,,7.9,43.14,2.06,0.09,0.01,0.01,0.13,
LHERZOLITE,42,143,43.93,0.11,2.21,,,,8.23,43.25,2.64,0.21,0.01,0.01,0.13,
LHERZOLITE,42,143,42.74,0.19,17.1,,,,6.6,27.1,4,0.15,,,0.16,1.77
LHERZOLITE,42,143,42.43,0.11,15.2,,,,6.72,30.38,3.16,0.12,,,0.16,1.58
LHERZOLITE,42,143,41.84,0.04,16.95,,,,6.12,25.75,6.12,0.26,,,0.1,2.52
LHERZOLITE,42,143,44.24,0.03,13.44,,,,5.79,26.56,6.37,0.22,,,0.09,2.56
LHERZOLITE,42,143,43.37,0.03,15.23,,,,5.46,25.93,5.52,0.16,,,0.12,3.22
LHERZOLITE,42,143,42.69,0.03,15.15,,,,5.39,25.06,6.66,0.19,,,0.11,3.26
LHERZOLITE,42,143,44.28,0.04,14.98,,,,5.77,26.21,5.38,0.14,,,0.18,3.38
LHERZOLITE,42,143,42.94,0.03,15.63,,,,5.39,25.94,5.48,0.15,,,0.12,3.4
LHERZOLITE,42,143,41.84,0.05,16.45,,,,6.24,25.73,5.43,0.19,,,0.14,3.45
LHERZOLITE,42,143,45.14,0.06,12.6,,,,5.36,25.41,7.8,0.25,,,0.13,3.42
LHERZOLITE,42,143,45.04,0.03,11.31,,,,6.14,28.24,5.7,0.18,,,0.1,3.19
LHERZOLITE,42,143,44.73,0.03,11.45,,,,5.83,28.74,5.56,0.17,,,0.11,3.26
LHERZOLITE,42,143,42.5,0.22,3.95,,,,9.38,38.25,4.16,0.34,0,0.03,0.16,
LHERZOLITE,42,143,40.79,0.17,3.17,,,,9.74,41.65,3.07,0.17,0,0.04,0.16,
LHERZOLITE,42,143,41.53,0.16,2.83,,,,9.21,40.5,3.04,0.48,0,0.03,0.15,
LHERZOLITE,42,143,40.24,0.13,2.84,,,,9.18,40.59,3.15,0.15,0,0.03,0.15,
LHERZOLITE,42,143,42.81,0.17,3.25,,,,8.97,40.46,3.36,0.2,0,0.03,0.15,
LHERZOLITE,42,143,42.88,0.14,3.9,,,,8.63,39.45,3.39,0.37,0,0.04,0.15,
LHERZOLITE,42,143,41.16,0.11,2.78,,,,8.99,41.9,2.96,0.13,0,0.03,0.15,
LHERZOLITE,42,143,43.56,0.16,4.05,,,,8.39,39.67,3.69,0.28,0,0.03,0.15,
LHERZOLITE,42,143,41.24,0.11,2.46,,,,8.93,42.97,2.73,0.12,0,0.03,0.15,
LHERZOLITE,42,143,40.74,0.05,2.13,,,,9.03,43.56,2.22,0.02,0,0.03,0.15,
LHERZOLITE,42,143,43.15,0.15,2.83,,,,8.19,41.73,3.03,0.25,0,0.04,0.14,
LHERZOLITE,42,143,41.8,0.06,2.29,,,,8.78,43.28,2.21,0.08,0,0.03,0.15,
LHERZOLITE,42,143,42.48,0.07,2.38,,,,8.56,42.65,2.77,0.02,0,0.03,0.15,
LHERZOLITE,42,143,41.03,0.05,1.85,,,,8.8,43.9,1.99,0,0,0.03,0.15,
LHERZOLITE,42,143,41.26,0.07,2.02,,,,8.23,43.6,2.14,0.06,0,0.03,0.14,
LHERZOLITE,42,143,40.92,0.03,0.97,,,,8.81,45.58,1.48,0.12,0,0.03,0.15,
LHERZOLITE,42,143,41.61,0.04,1.84,,,,9.14,44.6,2.18,0.01,0,0.02,0.15,
LHERZOLITE,42,143,40.63,0.05,1.96,,,,9.12,43.94,2.25,0,0,0.03,0.15,
LHERZOLITE,42,143,40.91,0.03,0.83,,,,8.73,46.74,0.93,0,0,0.03,0.14,
LHERZOLITE,42,143,41.09,0.03,0.86,,,,8.67,47.37,1.17,0,0,0.02,0.14,
HARZBURGITE,42,143,40.79,0.03,0.59,,,,8.85,48.09,1.05,0,0,0.03,0.14,
LHERZOLITE,42,143,41.42,0.16,3.19,,,,9.34,40.34,3.07,0.19,0,0.04,0.16,
LHERZOLITE,42,143,41.33,0.21,3.86,,,,8.85,38.82,3.69,0.3,0,0.04,0.15,
LHERZOLITE,42,143,42.51,0.13,3.19,,,,8.64,38.58,3.11,0.16,0,0.03,0.15,
LHERZOLITE,42,143,41.63,0.14,2.98,,,,8.99,41.25,2.74,0.16,0,0.03,0.15,
LHERZOLITE,42,143,43.99,0.18,2.88,,,,8.31,38.48,3.86,0.07,0,0.03,0.15,
LHERZOLITE,42,143,41.76,0.13,2.48,,,,9.03,43.17,2.45,0.11,0,0.03,0.15,
LHERZOLITE,42,143,41.99,0.12,2.94,,,,8.67,41.58,2.81,0.11,0,0.03,0.15,
LHERZOLITE,42,143,39.92,0.11,2.36,,,,8.97,43.01,2.52,0.1,0,0.03,0.15,
LHERZOLITE,42,143,39.49,0.04,0.61,,,,9.81,48.21,0.74,0,0,0.03,0.14,
LHERZOLITE,42,143,41.36,0.06,2.19,,,,8.85,43.35,2.66,0.05,0,0.03,0.15,
LHERZOLITE,42,143,41.95,0.04,1.89,,,,8.76,44.43,1.94,0,0,0.03,0.15,
LHERZOLITE,42,143,40.04,0.04,1.63,,,,9.03,44.01,2.05,0,0,0.03,0.15,
LHERZOLITE,42,143,40.86,0.04,1.61,,,,9.05,44.84,2.04,0,0,0.03,0.15,
LHERZOLITE,42,143,40.9,0.04,1.52,,,,9.16,45.29,1.82,0,0,0.03,0.15,
LHERZOLITE,42,143,40.72,0.03,1.54,,,,9.04,44.99,1.93,0.02,0,0.03,0.15,
LHERZOLITE,42,143,41.21,0.05,1.67,,,,8.85,44.94,1.84,0.11,0,0.03,0.15,
LHERZOLITE,42,143,40.82,0.03,0.65,,,,8.97,47.59,1.09,0,0,0.03,0.14,
LHERZOLITE,42,143,42.41,0.04,1.62,,,,8.22,42.77,2.38,0,0,0.03,0.14,
LHERZOLITE,42,143,40.7,0.03,0.59,,,,8.94,47.11,0.87,0,0,0.03,0.15,
LHERZOLITE,42,143,39.35,0.03,0.35,,,,8.91,47.82,0.37,0,0,0.03,0.14,
LHERZOLITE,42,143,41.96,0.03,0.75,,,,8.3,47.38,0.93,0,0,0.02,0.14,
HARZBURGITE,42,143,40.46,0.03,0.47,,,,8.74,47.59,0.85,0,0,0.03,0.14,
HARZBURGITE,42,143,36.78,0.04,0.88,,,,9.11,50.43,0.38,0,0,0.03,0.14,
HARZBURGITE,42,143,37.2,0.04,0.34,,,,10.1,48.41,0.6,0,0,0.03,0.16,
HARZBURGITE,42,143,39.78,0.06,0.61,,,,9.09,46.64,0.85,0,0,0.03,0.15,
HARZBURGITE,42,143,39.41,0.03,0.45,,,,9.09,47.78,0.53,0,0,0.02,0.15,
HARZBURGITE,42,143,39.97,0.03,0.41,,,,8.94,47.21,0.63,0,0,0.03,0.15,
HARZBURGITE,42,143,39.78,0.03,0.31,,,,8.89,47.89,0.56,0,0,0.03,0.15,
HARZBURGITE,42,143,38.84,0.03,0.21,,,,8.57,49.44,0.35,0,0,0.03,0.13,
HARZBURGITE,42,143,40.62,0.03,0.41,,,,7.69,48.15,0.38,0,0,0.03,0.13,
DUNITE,42,143,38.71,0.08,1.2,,,,10.01,45.58,2.18,0,0,0.03,0.18,
LHERZOLITE,42,143,41.68,0.18,3.68,,,,9.15,40.23,3.74,0.34,0,0.04,0.15,
LHERZOLITE,42,143,40.26,0.12,2.86,,,,9.38,42.29,2.85,0.14,0,0.03,0.15,
LHERZOLITE,42,143,43.36,0.19,3.68,,,,8.59,39.31,3.97,0.22,0,0.03,0.15,
DUNITE,42,143,46.8,0.06,17.04,,,,5.14,15.9,14.71,1.02,0.01,0.01,0.09,
DUNITE,42,143,46.35,0.03,19.65,,,,3.66,12.97,15.85,0.97,,0.01,0.07,
DUNITE,42,143,45.54,0.02,15.69,,,,5.26,20.36,12.67,0.76,,,0.09,
DUNITE,42,143,44.34,0.07,17.89,,,,5.67,19.65,11.5,0.6,,0.01,0.1,
DUNITE,42,143,45.46,0.04,14.87,,,,6.27,23.34,10.8,0.68,,,0.1,
DUNITE,42,143,44.28,0.05,16.95,,,,5.01,18.74,12.9,0.8,,0.01,0.08,
DUNITE,42,143,48.49,0.05,17.84,,,,3.36,13.12,18.33,0.69,,,0.06,
DUNITE,42,143,44.75,0.04,21.36,,,,3.71,12.72,15.36,1.08,,0.01,0.06,
DUNITE,42,143,44.16,0.03,12.4,,,,6.49,27.44,9.8,0.35,,,0.11,
DUNITE,42,143,45.25,0.11,18.5,,,,6.7,18.01,11.03,1.01,0.01,0.01,0.12,
DUNITE,42,143,46.59,0.18,14.88,,,,6.45,17.12,13.25,1.27,0.02,0.01,0.11,
DUNITE,42,143,43.82,0.03,21.02,,,,4.38,12.82,15.24,0.93,,0.01,0.08,
DUNITE,42,143,45.45,0.04,21.67,,,,3.38,11.2,17.26,0.84,,0.01,0.06,
PERIDOTITE,65.12,29.17,37.2,0.3,3.29,,,,13.57,29.22,3.38,0,0.12,0.03,0.22,
PERIDOTITE,47,-90,32.9,5.36,1.59,13.25,,21.06,,20.14,0.5,,,,0.4,
LHERZOLITE,42,143,43.87,0.12,4.31,1.5,,6.94,,37.8,3.39,0.38,0,0,0.13,0.36
LHERZOLITE,42,143,44.22,0.02,2.1,,,,7.92,42.23,2.02,0.06,0,0,0.13,0.39
LHERZOLITE,42,143,42.27,0.01,0.76,1.35,,6.72,,46.34,0.54,0.03,0,0,0.13,0.42
HARZBURGITE,42,143,42.61,0.01,0.64,,,,7.82,45.94,0.33,0,0.01,0,0.12,0.74
LHERZOLITE,42,143,43.22,0.01,1.55,,,,8.03,43.42,1.63,0.05,0,0,0.13,0.36
WEHRLITE,-21.23,55.68,45.74,0.799,3.55,7.87,,,10.39,23.78,13.62,0.4,0.016,0.033,0.158,
DUNITE,58.75,125.3,40.52,0.01,0.1,,,,9.65,49,0.2,0.25,0.03,0.03,0.21,
PERIDOTITE,42,143,45.56,0.56,15.68,4.89,,7.95,,7.46,13.4,2.11,0.96,,0.32,
PERIDOTITE,42,143,42.16,,3.69,2.72,,5.13,,38.69,5.38,0.58,0.16,,0.43,
PERIDOTITE,42,143,41.2,,1.31,0.86,,4.13,,48.81,1.96,,,,0.38,0.43
PERIDOTITE,42,143,40.86,,1.89,2.59,,5.54,,45.15,2.72,,,,,0.17
PERIDOTITE,42,143,43.28,0.08,5.6,1.72,,4.77,,32.8,9.56,0.5,0.14,0.07,0.46,
PERIDOTITE,42,143,44.2,1,3.37,4.89,,3.43,,29.8,3.7,0.2,0.24,,0.4,
PERIDOTITE,57,-5.7,41.6,0.71,11,2.19,,7.9,,25.61,7.12,1.07,0.12,0.1,0.14,
PERIDOTITE,57,-5.7,40.29,0.28,5.41,2.34,,8.13,,35.46,3.77,0.39,0.09,0.03,0.16,0.39
PERIDOTITE,33.4,129.9,48.46,0.3,2.19,1.16,,7.45,,26.63,12.36,0.4,0.02,0.01,0.19,
PERIDOTITE,39.95,139.73,44.59,0.06,2.98,1.68,,6.83,,41.1,2.22,0.22,0.05,0.01,0.17,0.26
PERIDOTITE,42,143,43.6,0,0.85,0.74,,6.87,,47.65,0.26,0.12,0.05,0,0.13,0.24
PERIDOTITE,42,143,43.22,0,1.15,0.83,,7.24,,43.8,1.9,0.19,0.03,0,0.11,0.64
PERIDOTITE,42,143,44.4,0,1.25,1.14,,7.08,,44.05,1.4,0.12,0.04,0,0.1,0.5
PERIDOTITE,42,143,43.55,0.18,3.17,0.9,,7.1,,40.22,2.8,0.35,0.06,0,0.13,
PERIDOTITE,42,143,44.62,0.19,3.81,0.94,,7.49,,38.8,3.33,0.36,0.05,0,0.12,0.33
LHERZOLITE,42.8,142.5,44.41,0.15,3.79,2.16,,7.07,,39.64,2.47,0.3,,,,
PERIDOTITE,33,129.5,38.59,1.7,7.63,9.71,,7.44,,24.7,6.12,1.29,0.5,0.17,0.3,0.14
LHERZOLITE,42,143,44.96,0.14,3.57,,,,8.21,39.49,3.19,0.31,0,0,0.13,
LHERZOLITE,42,143,44.85,0.09,3.09,,,,7.98,40.47,3.08,0.3,0,0.01,0.13,
HARZBURGITE,42,143,43.53,0.02,0.74,,,,8.88,46.01,0.69,0.02,0,0,0.12,
HARZBURGITE,42,143,43.81,0.01,0.55,,,,8.34,46.53,0.6,0.04,0,0,0.12,
HARZBURGITE,42,143,44.45,0,0.54,,,,7.77,46.41,0.7,0,0,0.01,0.12,
LHERZOLITE,42,143,44.37,0.01,0.86,,,,8.15,45.54,0.93,0.02,0,0,0.12,
LHERZOLITE,42,143,45.09,0.01,1.51,,,,8.04,43.4,1.78,0.03,0,0,0.13,
LHERZOLITE,42,143,44.85,0.02,2.46,,,,8.18,41.99,2.25,0.1,0,0.01,0.13,
LHERZOLITE,42,143,44.6,0.12,3.34,,,,8.29,40.25,2.96,0.28,0.01,0.01,0.14,
LHERZOLITE,42,143,43.95,0.02,0.86,,,,8.12,45.97,0.94,0.02,0,0,0.12,
HARZBURGITE,42,143,43.92,0.01,0.56,,,,7.68,47.17,0.53,0.01,0,0,0.12,
LHERZOLITE,42,143,45.12,0.14,4.11,,,,7.79,38.7,3.63,0.35,0.01,0,0.14,
LHERZOLITE,42,143,44.53,0.04,2.78,,,,7.95,40.58,2.12,0.22,0.06,0.01,0.13,
LHERZOLITE,42,143,46.31,0.19,4.1,,,,8.51,36.57,3.41,0.51,0.06,0.02,0.15,
DUNITE,42,143,39.67,0.04,0.28,1.72,,5.6,,48.71,0.21,0.03,0,,0.11,0.2
DUNITE,42,143,39.99,0.04,1.05,1.5,,5.64,,47.8,0.64,0.14,0.02,,0.1,0.23
DUNITE,42,143,42.47,0.04,1.17,0.95,,6.07,,45.88,0.64,0.11,0.02,,0.1,0.2
PERIDOTITE,42,143,41.97,0.04,2.07,1.31,,6.66,,43.35,2.32,0.14,0.04,0,0.11,0.24
PERIDOTITE,42,143,42.02,0.04,1.65,1.57,,6.63,,43.35,2.49,0.16,0.02,,0.11,0.24
PERIDOTITE,42,143,42.98,0.03,1.75,1.99,,6.3,,42.81,2.43,0.19,0.03,,0.13,0.25
PERIDOTITE,42,143,43.05,0.04,1.85,1.79,,6.74,,41.81,1.88,0.2,0.02,0,0.1,0.28
PERIDOTITE,56.05,163.07,42.12,0.02,,,,,8.72,45.64,1.52,0.04,0.004,0.02,0.12,
PERIDOTITE,56.05,163.07,42.7,0.13,25.4,,,,4.63,9.49,12.32,2.02,0.024,,0.07,
PERIDOTITE,56.05,163.07,40.09,0.1,10.63,,,,9.03,23.68,8.03,0.39,0.085,0.02,0.12,
HARZBURGITE,55,161,43.1,0.02,,,,,8.85,43.46,0.16,0.7,,0.01,0.11,
HARZBURGITE,55,161,38.27,0.02,,,,,7.9,40.73,0.15,0.03,,,0.1,
HARZBURGITE,55,161,39.94,0.03,,,,,7.46,39.49,0.17,0.03,,0.01,0.09,
HARZBURGITE,55,161,35.97,0.02,,,,,5.69,40.57,0.15,0.04,,,0.08,
HARZBURGITE,55,161,42.13,0.02,,,,,7.55,37.59,0.21,0.12,,,0.05,
HARZBURGITE,55,161,36.87,0.01,,,,,6.98,40.66,0.14,0.11,,,0.11,
PERIDOTITE,55,161,43.85,0.39,4.46,,,,9.08,15.74,17,0.34,0.13,,0.15,
PERIDOTITE,55,161,44.07,0.45,3.22,,,,8.42,15.35,16.16,0.48,0.15,0.02,0.15,
DUNITE,53.255,158.83,43.4,0.04,0.86,1.52,,7.01,,45.49,0.8,0.2,0.09,,0.12,
WEHRLITE,53.255,158.83,44.1,0.33,1.32,2.95,,8.64,,31.49,9.65,0.21,0.08,,0.3,
DUNITE,-46.53,168.23,38.7,0.09,1.5,,,,11.05,41.53,1.21,0.08,0,0,0.19,
DUNITE,-46.53,168.23,37.37,0.04,0.41,,,,10.5,44.03,0.38,0,0,0,0.18,
LHERZOLITE,42,143,41.93,0.17,16.31,,,5.85,,25.91,6.21,0,0.06,,0.09,4.28
LHERZOLITE,42,143,44.28,0.09,12.03,,,5.82,,26.25,6.17,0.15,0.03,,0.09,4.26
LHERZOLITE,42,143,44.2,0.09,11.52,,,5.92,,24.33,7.41,0,0.01,,0.09,5.66
