ROCK NAME,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,MGO,CAO,NA2O,K2O,P2O5,MNO,CR2O3
DUNITE,38.5,-116,39.9,0.12,2.3,0.81,,9.9,,44.2,0.75,0.11,0.03,0.04,0.14,
DUNITE,38.5,-116,43.2,0.02,1.1,0.48,,7.5,,46.4,0.52,0.01,,0.01,0.12,
DUNITE,38.5,-116,40.8,0.16,1,0.48,,10.2,,46.9,0.58,0.05,0.03,0.05,0.15,
DUNITE,38.5,-116,40.3,0.03,0.7,0.29,,11,,46,0.31,0.05,,0.02,0.16,
DUNITE,-5,35,39.5,0.22,1.2,1.8,,14.6,,40.1,0.06,0.11,0.24,0.01,0.18,
HARZBURGITE,60.25,-166.05,41.4,0.23,1.7,1.52,,,,37.2,,0.25,0.098,,0.36,
LHERZOLITE,60.25,-166.05,38.5,0.08,2.6,1.71,,,,47,,0.04,,,0.16,
LHERZOLITE,60.25,-166.05,44.2,0.13,2.4,0.46,,,,40.7,3.6,0.24,,,0.16,
PERIDOTITE,21.3333,-157.75,45,0.1,2.41,0.95,,7.58,,40.4,2.23,0.09,,0.02,0.126,0.34
DUNITE,35.5,-111.5,40.2,0.05,0.37,,,12.5,,46,0.14,,0.01,0.03,0.147,0.02
PERIDOTITE,35.5,-111.5,45.4,0.62,4.71,1.59,,6.82,,25.9,12.3,0.71,0.02,0.01,0.154,0.68
PERIDOTITE,35.5,-111.5,48.6,0.26,3.35,1.21,,4.53,,21.8,18.1,0.53,0.01,,0.128,0.4
PERIDOTITE,35.5,-111.5,47.2,0.43,3.99,1.46,,6.36,,23,14.7,0.78,0.03,0.04,0.157,0.65
PERIDOTITE,35.5,-111.5,44.5,1.17,6.84,2.65,,9.39,,21,12.1,0.82,0.02,0.01,0.165,0.48
PERIDOTITE,35.5,-111.5,46.7,0.91,6.8,2.46,,6.9,,19.1,14.9,1.01,0.09,,0.168,0.3
PERIDOTITE,19.75,-155.867,42.6,0.17,2.13,1.08,,11.5,,36.4,4.4,0.13,0.04,0.01,0.175,0.32
DUNITE,62.7833,-151.517,48.5,1.1,14.5,7.2,,1.6,,4.7,23,0.03,,0.18,0.13,
DUNITE,62.7833,-151.517,76.6,0.16,13.1,0.29,,1,,0.14,0.76,3.2,5.1,0.04,,
DUNITE,62.7833,-151.517,40.6,0.02,0.69,0.9,,7.6,,49.2,0.19,,0.02,0.03,0.06,
DUNITE,62.7167,-151.767,41.6,0.02,1.9,2.2,,6,,42.2,2.8,0.07,,0.04,0.08,
PERIDOTITE,35.5,-112.25,41.8,0.48,2.59,2.03,,11.9,,30.5,6.54,0.5,0.05,0.02,0.178,0.14
HARZBURGITE,35.9708,-82.2917,43.8,0.026,0.78,1.15,,6.51,,45.1,0.38,0.2,0.0058,0.014,0.116,0.44
HARZBURGITE,35.9708,-82.2917,43.9,0.024,0.44,1.2,,6.02,,45.9,0.14,0.18,0.0032,0.012,0.11,0.43
DUNITE,35.2,-112.217,39.2,0.06,0.2,0.61,,13.1,,45.1,0.16,,,0.03,0.151,
PERIDOTITE,35.2,-112.217,45.8,0.93,7.82,3.09,,7.31,,20.2,12.9,0.84,0.004,,0.171,
PERIDOTITE,35.2,-112.217,49,0.5,5.29,2.35,,4.4,,17.7,19.5,0.89,,,0.158,
PERIDOTITE,35.2,-112.183,41.2,0.59,5.72,,,,,28.8,6.33,0.64,,0.03,0.184,
PERIDOTITE,35.3667,-112.717,43.5,0.81,5.72,,,,,23.1,13.7,0.57,,0.02,,
PERIDOTITE,35.3667,-112.717,41.9,0.56,3.45,,,,,29,8.22,0.39,0.02,0.04,,
PERIDOTITE,58.55,-136.917,36.7,1.64,7.03,,,6.69,,22.4,12.6,1.77,2.71,0.7,0.182,
PERIDOTITE,58.55,-136.917,35.6,2.34,10.9,,,3.98,,10.7,17.7,2.43,3.15,2.91,0.101,
PERIDOTITE,36.8333,-118.267,40.9,0.31,4.49,,,10.6,,36.8,2.69,0.61,,,0.164,0.273
PERIDOTITE,36.8333,-118.267,43.8,0.21,4.06,,,8.23,,35.4,3.3,0.56,,,0.161,0.392
PERIDOTITE,37.2117,-119.262,44.2,0.12,3.56,,,6.9,,38.8,2.97,0.24,,,0.13,
PERIDOTITE,37.2117,-119.262,45.3,,1.86,,,6.17,,39.4,1.7,,,,0.15,
DUNITE,37.2117,-119.262,41.1,,0.32,,,6.9,,49.1,0.2,,,,0.11,
PERIDOTITE,37.2117,-119.262,44.2,0.04,2.06,,,,,36.1,3.66,0.21,0.05,,0.16,0.5
DUNITE,68.35,-158.45,35.2,0.06,1.83,,,3.99,,44.2,0.19,0.2,,,0.354,
DUNITE,68.2667,-161.167,43.1,0.04,0.64,,,7.9,,45.4,0.28,0.22,,,0.14,
PERIDOTITE,37,-118.167,50.9,0.35,4.37,,,7.14,,29.1,3.5,0.65,0.11,,0.17,0.549
PERIDOTITE,37.4333,-121.517,43.9,0.11,1.65,,,6.39,,30.6,7.83,0.05,,,0.185,0.349
DUNITE,37.4167,-121.417,35.2,0.01,0.2,,,3.12,,41.7,0.2,,,,0.133,0.57
DUNITE,37.4167,-121.433,37.4,0.02,0.46,,,3.28,,40.1,0.81,,,,0.138,0.556
PERIDOTITE,37.4,-121.433,42.2,0.07,1.17,,,5.5,,36.2,6.03,,,,0.178,0.568
DUNITE,37.4167,-121.467,38.5,0.01,0.23,,,3.24,,43.4,0.01,,,,0.117,0.443
DUNITE,68.3333,-158.35,38.11,0.04,0.96,,,6.37,,45.02,0.26,0.28,0.01,0.03,0.122,
PERIDOTITE,40.5,-121.125,53.42,1.12,16.82,,,4.9,,5.22,7.45,3.86,1.48,0.41,0.119,
PERIDOTITE,40.5,-121.125,53.82,1.1,17.04,,,5.32,,5.38,7.56,3.7,1.46,0.38,0.114,
PERIDOTITE,42,-123.625,39.99,,1.1,,,2.08,,38.7,,,,,0.084,
PERIDOTITE,37.4167,-121.433,,,,,,5.71,,,,,,,,
PERIDOTITE,37.4,-121.433,,,,,,1.54,,,,,,,,
PERIDOTITE,37.22,-119.158,45.2,0.32,5.48,,,10.9,,29.3,1.89,0.33,0.89,0.16,0.26,0.3
PERIDOTITE,37.22,-119.158,41.3,0.1,5.43,,,11.56,,31.4,4,,0.04,,0.2,0.22
PERIDOTITE,42.3,-123.883,40.5,0.13,2.22,,,8.72,,28.3,5.73,0.18,,,0.31,
PERIDOTITE,42.3,-123.883,45.8,0.18,3.37,,,7.02,,22.3,12,0.24,,,0.21,
PERIDOTITE,42.3,-123.883,38.6,0.06,1.35,,,7.84,,30.8,4.18,,,,0.15,
DUNITE,42.3,-123.883,40.4,0.1,1.96,,,5.12,,33.2,6,,,,0.2,
PERIDOTITE,42.3,-123.883,38.3,0.22,3.06,,,9.21,,28.7,4.18,0.26,0.06,,0.25,
PERIDOTITE,42.3,-123.883,45.7,0.26,3.48,,,6.72,,19.8,15.4,0.19,,,0.21,
DUNITE,42.3,-123.883,42.7,0.08,2.2,,,5.73,,29,5.24,0.26,0.02,,0.19,
PERIDOTITE,42.3,-123.883,37.7,0.27,3.53,,,8.9,,28.5,3.66,0.35,0.08,,0.24,
DUNITE,42.3,-123.883,42.5,0.03,0.8,,,4.94,,36,0.19,,,,0.17,
PERIDOTITE,42.3,-123.883,45.5,0.14,2.41,,,5.02,,22.8,13.4,,,,0.18,
PERIDOTITE,34.125,-109.5,45.1,1.11,12,,,,,14.6,16.2,1.03,0.12,0.08,0.17,
PERIDOTITE,41.7667,-123.95,46.2,0.19,1.63,,,,,24.1,14.2,,,,0.17,
DUNITE,41.7667,-123.95,35.6,0.56,1.07,,,,,28.1,3.88,,,,0.31,
DUNITE,41.7667,-123.95,36.3,0.06,0.26,,,,,34.7,0.2,,,,0.26,
PERIDOTITE,38.25,-117.25,64.4,0.5,17.1,1.6,,1.7,,1.2,3.3,3.9,3.8,0.15,0.08,
PERIDOTITE,60.2667,-147.667,50,0.99,15.5,,,7.01,,8.28,10.7,3.28,0.07,0.08,0.16,
PERIDOTITE,60.2667,-147.667,40.1,0.27,4.81,,,11.8,,30.4,3.44,0.32,0.11,,0.25,
PERIDOTITE,37.4167,-121.467,44.5,,0.77,,,5.7,,42.1,0.9,0.02,,,0.13,
PERIDOTITE,37.4167,-121.383,42.5,,0.14,,,5.85,,44.6,0.39,,,,0.13,
DUNITE,45.4,-110.05,,,,,,40,,,,,,,,
DUNITE,45.4,-110.05,,,,,,26,,,,,,,,
DUNITE,45.4,-110.05,,,,,,1.97,,,,,,,,
DUNITE,45.4,-110.05,,,,,,0.8,,,,,,,,
DUNITE,45.4,-110.05,,,,,,0.34,,,,,,,,
DUNITE,45.4,-110.05,,,,,,0.2,,,,,,,,
PERIDOTITE,35.1667,-115.75,45.2,0.13,3.83,,,7.68,,38.3,3.5,0.26,,,0.15,
PERIDOTITE,35.1667,-115.75,44.6,0.04,2.6,,,6.78,,42.3,2.37,0.22,,,0.13,
PERIDOTITE,35.1667,-115.75,44.6,0.06,2.68,,,7.35,,42.4,2.13,0.22,,,0.14,
PERIDOTITE,34.6167,-115.917,43,0.12,2.88,,,9.34,,39.4,2.42,0.44,0.08,,0.25,
PERIDOTITE,34.6167,-115.917,43.9,0.1,3.3,,,7.88,,40.2,3.02,0.39,,,0.18,
PERIDOTITE,34.6167,-115.917,44.6,0.1,3.02,,,7.13,,40.8,2.82,0.34,,,0.15,
PERIDOTITE,34.6167,-115.917,44.5,0.1,3.79,,,6.2,,39.9,3.11,0.35,,,0.13,
PERIDOTITE,34.6167,-115.917,44.8,0.1,3.28,,,6.56,,40.7,2.84,0.39,,,0.13,
PERIDOTITE,35.1667,-115.75,44.7,0.11,2.73,,,,,38.7,2.26,0.24,,,0.18,
PERIDOTITE,35.1667,-115.75,41.8,0.45,3.68,,,,,31.9,3.08,0.43,0.04,,0.31,
PERIDOTITE,35.1667,-115.75,44.5,0.17,3.85,,,7.72,,38.4,3.35,0.33,,,0.17,
PERIDOTITE,34.6583,-113.6,39,0.21,4,,,,,37.4,2.93,0.15,,,0.19,
PERIDOTITE,58.2636,-134.364,35.8,1.61,6.55,,,10.9,,10.9,14.8,0.32,0.96,0.05,0.25,
PERIDOTITE,35.1667,-115.75,,,,,,16.05,,,,,,,,
PERIDOTITE,34.65,-113.6,,,,,,11.6,,,,,,,,
HARZBURGITE,61.5667,-145.15,42.7,,0.72,,,5.76,,43.2,1.04,0.2,,,0.12,
WEHRLITE,61.5833,-145,40.8,0.04,1.56,,,7.12,,36.6,3.44,0.15,,,0.16,
DUNITE,61.5833,-144.983,41.7,0.04,0.49,,,8.46,,33.1,6.42,0.1,,,0.2,
DUNITE,61.5833,-145.117,38.2,,,,,6.04,,46.1,0.12,,,,0.13,
DUNITE,61.5833,-145.117,45.7,0.22,19.1,,,5.34,,9.9,15.7,0.75,,,0.13,
DUNITE,61.5667,-145.15,40.4,,,,,5.74,,43.6,0.44,,,,0.12,
DUNITE,61.5833,-145.15,38.4,0.02,0.28,,,6.61,,46.8,0.12,,,,0.14,
DUNITE,61.5833,-144.983,37.6,0.02,0.2,,,7.36,,41.8,0.22,,,,0.16,
WEHRLITE,61.5833,-144.983,43,0.08,0.8,,,9.34,,33.6,7.98,,,,0.2,
WEHRLITE,61.5833,-145,40.5,0.02,0.35,,,13.2,,39,2.6,,,,0.22,
DUNITE,61.5725,-145.123,37.7,,,,,5.36,,45.6,0.04,,,,0.13,
DUNITE,61.5806,-145.156,38.9,0.02,0.41,,,6.03,,46.9,0.12,,,,0.14,
PERIDOTITE,56.9833,-133.117,40.7,0.16,1.91,,,6.56,,37.3,1.9,0.3,0.26,0.1,0.19,
PERIDOTITE,56.9833,-133.117,38.5,0.08,0.81,,,6.6,,42.2,0.66,,0.06,0.04,0.16,
DUNITE,56.9833,-133.117,40.1,0.04,,,,7.95,,45.7,1.1,,,0.02,0.17,
WEHRLITE,56.9833,-133.117,42.7,0.08,0.48,,,9.46,,36.3,6.54,,,,0.2,
WEHRLITE,56.9833,-133.117,51.7,0.18,1.13,,,4.13,,21.5,19.8,,,,0.11,
DUNITE,56.9833,-133.117,39.6,0.04,,,,8.14,,44.3,1.28,,,,0.18,
WEHRLITE,56.9833,-133.117,42.1,0.08,0.39,,,7.76,,39.8,4.72,,,0.02,0.17,
DUNITE,56.9833,-133.117,40.1,0.04,,,,6.62,,46.8,0.26,,,,0.14,
WEHRLITE,66.05,-151.6,40.8,0.38,2.78,,,8.32,,27.9,5.3,,,0.04,0.19,
LHERZOLITE,66.2167,-151.317,43.5,0.58,4.61,,,10.44,,25.7,6.88,0.4,0.12,0.06,0.23,
WEHRLITE,66.2,-151.15,41.6,0.5,4.92,,,9.6,,28.2,5.8,0.35,0.1,0.06,0.2,
WEHRLITE,66.2167,-151.15,44.4,0.38,2.83,,,7.92,,27.6,9.74,,0.04,0.02,0.19,
PERIDOTITE,19.5833,-155.467,40.7,0.14,0.77,,,13.7,,39.3,3.05,0.17,,,0.22,
PERIDOTITE,19.5833,-155.467,41.2,0.22,1.35,,,15,,36.3,3.9,0.18,,,0.23,
PERIDOTITE,19.5833,-155.467,38.2,0.59,2.4,,,20.2,,32.4,1.96,0.33,,,0.33,
PERIDOTITE,19.5833,-155.467,45.6,0.46,1.65,,,10.9,,29,10.4,0.21,,,0.19,
PERIDOTITE,19.5833,-155.467,42.4,0.36,3.62,,,13.3,,31.4,6.69,0.34,,,0.21,
PERIDOTITE,19.5833,-155.467,39.5,0.05,0.58,,,13.1,,44.2,0.4,,,,0.2,
PERIDOTITE,19.5833,-155.467,41.7,0.25,2.63,,,14,,35,4.24,0.28,,,0.21,
PERIDOTITE,19.5833,-155.467,42.8,0.23,3.12,,,11.8,,34.3,5.56,0.31,,,0.19,
PERIDOTITE,19.5833,-155.467,45.7,0.44,3.53,,,10.6,,27.7,10.4,0.38,,,0.19,
PERIDOTITE,19.5833,-155.467,39.4,0.04,0.37,,,11.9,,44.7,0.35,,,,0.19,
PERIDOTITE,19.5833,-155.467,40.5,0.12,3.29,,,13.9,,35.9,3.08,0.29,,,0.22,
PERIDOTITE,19.5833,-155.467,44.1,0.37,4.92,,,11.1,,29.2,8.11,0.53,,,0.18,
DUNITE,56.1167,-132.883,35.6,,0.31,,,4.84,,43.2,0.23,,,,0.17,
DUNITE,56.1167,-132.883,38.5,,0.35,,,6.82,,43.2,1.75,,,,0.19,
WEHRLITE,56.1167,-132.883,37.3,,0.41,,,5.04,,38.5,2.81,,,,0.19,
DUNITE,55.0881,-131.562,35.9,,0.25,,,3.67,,44.3,0.2,,,,0.14,
DUNITE,55.1056,-131.569,36.4,,0.17,,,4.3,,41.5,1.03,,,,0.18,
DUNITE,55.7667,-132.083,38.3,0.04,0.39,,,11,,44.6,0.24,0.19,,,0.26,
DUNITE,55.7667,-132.083,38.2,,,,,6.9,,45.8,0.25,0.21,,,0.19,
WEHRLITE,55.7667,-132.083,39,,0.16,,,6.17,,41.7,2.34,0.18,,,0.2,
PERIDOTITE,35.1667,-115.75,46.5,0.26,3.25,,,9.93,,35.7,2.97,0.37,,,0.17,
DUNITE,59.1008,-134.805,43.6,,0.53,,,4.75,,44.6,0.89,0.18,,,0.14,
PERIDOTITE,35.1667,-115.75,44.2,0.14,3.23,,,7.77,,39.1,3.06,0.35,,,0.14,
PERIDOTITE,35.1667,-115.75,41.3,0.5,3.64,,,10.92,,37,3.14,0.85,0.32,0.06,0.17,
DUNITE,55.0911,-131.574,37.7,0.02,,,,5.66,,44,0.22,,,,0.17,
PERIDOTITE,34.6,-115.95,45.1,0.09,3.73,,,7.1,,38.9,3.14,0.39,,,0.14,
DUNITE,19.8,-155.833,40.1,0.04,0.46,,,14.02,,43.3,0.87,0.31,,,0.21,
PERIDOTITE,19.8,-155.833,43.8,0.54,3.61,,,11.24,,30.2,7.47,0.56,,,0.21,
PERIDOTITE,19.8,-155.833,48.6,0.26,2.89,,,9.8,,29.2,6.62,0.4,,,0.2,
DUNITE,19.8,-155.833,40.3,0.02,0.21,,,10.7,,46.9,0.25,0.29,,,0.17,
DUNITE,19.8,-155.833,40,0.05,0.34,,,10.1,,47.1,0.32,0.28,,,0.16,
DUNITE,19.8,-155.833,39.8,,0.15,,,14.2,,44.2,0.3,0.25,,,0.22,
PERIDOTITE,19.8,-155.833,45.1,0.44,2.74,,,8.63,,29.5,11.2,0.45,,,0.17,
PERIDOTITE,19.8,-155.833,44.1,0.4,2.27,,,10.09,,31.6,9.51,0.42,,,0.18,
PERIDOTITE,35.1667,-115.75,43.5,0.24,3.36,,,10.61,,36.6,2.94,0.41,,,0.17,
PERIDOTITE,35.1667,-115.75,37.9,3.18,5.78,,,16.06,,25.4,5.95,0.62,0.06,0.06,0.22,
PERIDOTITE,35.1667,-115.75,35.8,5.6,9.03,,,15.41,,18,7.4,1.21,0.28,0.14,0.21,
PERIDOTITE,35.1667,-115.75,43.8,0.12,4,,,9.02,,38.3,3.19,0.37,,,0.18,
PERIDOTITE,35.1667,-115.75,45.1,1.26,12.3,,,4.63,,17,15.1,1.56,0.16,0.08,0.13,
DUNITE,69,89,37.9,,,,,4.92,,46.1,0.38,0.24,0.2,0.07,0.19,
DUNITE,69,89,38,,,,,4.9,,46.4,0.43,0.24,0.11,,0.19,
DUNITE,69,89,39.2,,,,,6.12,,47.4,0.37,0.24,0.03,,0.2,
PERIDOTITE,-28.5333,24.5,43.7,0.15,1.29,,,4.66,,43.3,1.16,,0.45,0.13,0.1,
PERIDOTITE,-28.5333,24.5,42.9,0.39,0.62,,,5.48,,42,1.95,0.16,0.62,0.06,0.11,
PERIDOTITE,-28.5333,24.5,44,0.12,0.84,,,4.66,,43.3,1,,0.25,0.09,0.1,
PERIDOTITE,-28.5333,24.5,42.6,0.07,0.23,,,3.93,,47.4,0.36,,0.15,0.07,0.09,
PERIDOTITE,-28.5333,24.5,43.9,0.06,1.37,,,4.91,,43.2,0.98,,0.88,0.09,0.11,
PERIDOTITE,-28.5333,24.5,44.1,0.11,1.8,,,4.19,,42.9,1.06,,0.14,0.19,0.1,
PERIDOTITE,-28.5333,24.5,46.1,0.04,2.11,,,4.22,,41,1,,0.13,0.07,0.11,
PERIDOTITE,-28.5333,24.5,44.8,0.02,0.99,,,5.1,,45.5,0.37,,0.06,,0.1,
PERIDOTITE,-28.5333,24.5,43.5,0.19,0.85,,,6.48,,40.4,0.71,0.57,1.35,0.06,0.14,
PERIDOTITE,-28.5333,24.5,44,0.1,3.66,,,4.81,,37.7,2.43,0.23,0.96,0.07,0.13,
PERIDOTITE,-28.5333,24.5,46.3,2.33,4.67,,,4.36,,19.2,9.15,1.01,5.29,0.08,0.08,
PERIDOTITE,-28.5333,24.5,40.5,0.69,2.56,,,4.7,,37.5,1.22,,1.54,0.09,0.11,
PERIDOTITE,-28.5333,24.5,51.5,0.5,1.51,,,3.39,,26.7,8.36,0.52,0.36,0.1,0.13,
PERIDOTITE,-28.5333,24.5,42.7,0.18,0.46,,,3.84,,38.7,4.75,0.25,0.12,,0.11,
PERIDOTITE,-28.5333,24.5,42.7,0.1,0.37,,,3.98,,45.5,0.47,,0.16,,0.1,
PERIDOTITE,-29,27.5,46.6,0.53,5.66,,,7.59,,18,5.76,,0.73,,0.12,
DUNITE,66,-148,39.2,0.04,0.81,,,,,35.6,3.9,,,,0.19,
DUNITE,66,-148,39.3,0.03,0.2,,,,,46.7,0.27,,,,0.14,
DUNITE,65.5,-148,38.5,0.03,0.22,,,,,46.7,0.15,,,,0.14,
DUNITE,65.5,-148,37.2,0.03,0.4,,,,,42.1,0.09,,0.02,,0.18,
DUNITE,65.5,-148,36.4,0.02,1.5,,,,,40.3,0.1,,0.02,,0.19,
PERIDOTITE,47.7833,-109.967,47,0.72,8.5,2.1,,6.1,,17.4,8.4,2.6,2.7,0.81,0.15,
PERIDOTITE,47.5153,-123.356,40,0.71,6.3,3.2,,8.6,,27.8,3.1,0.1,0.08,0.33,0.16,
PERIDOTITE,47.5144,-123.369,39.8,0.5,5.9,4.5,,7.2,,29.4,2.2,0.03,0.1,0.11,0.19,
PERIDOTITE,47.6333,-110.217,35.4,2,6.1,4.3,,6.2,,23,15.8,1.3,1.9,0.66,0.22,
PERIDOTITE,46.8667,-111.867,47.7,0.04,2.3,1.1,,5.7,,39.2,1.8,0.08,0.07,0.04,0.14,
PERIDOTITE,46.8667,-111.867,42.8,0.63,10.2,2.9,,5.4,,19.1,10.5,1.6,0.71,0.79,0.18,
PERIDOTITE,46.8667,-111.867,43.1,0.52,8.5,2.4,,6.2,,23.5,8.9,1.3,0.57,0.62,0.16,
DUNITE,61.4833,-149.15,38.1,0.08,2.2,6.5,,4.3,,34.4,3.2,0.21,0.1,0.07,0.24,
DUNITE,61.4583,-149.25,35.7,0.02,0.56,3.9,,5.4,,41.3,0.6,0.21,0.1,0.06,0.22,
DUNITE,61.4833,-149.2,39.1,0.02,0.56,2.1,,9.6,,43.2,1.3,0.22,0.11,0.07,0.27,
DUNITE,61.4833,-149.2,37.2,0.03,1,2.7,,6.2,,45,0.5,0.22,0.1,0.06,0.22,
DUNITE,61.4,-149.35,35,,0.63,5,,3.5,,39.4,0.76,0.24,0.15,0.05,0.2,
PERIDOTITE,54.9167,-131.4,43.7,0.18,1.3,3,,9.8,,30,9,0.03,0.08,0.06,0.25,
DUNITE,54.9,-131.3,35,0.1,1.2,8.8,,5.8,,37.6,0.52,0.04,0.06,0.1,0.32,
DUNITE,54.9,-131.3,37.2,0.02,0.19,4.4,,4.6,,40.5,1.2,0.05,0.06,0.05,0.23,
DUNITE,54.9,-131.3,26.6,0.08,3,5.1,,1.7,,32.4,0.12,,0.06,0.02,0.24,
PERIDOTITE,56.1333,-132.983,50.1,0.21,3,1.1,,4.4,,19.4,19.9,0.19,0.08,0.03,0.2,
DUNITE,56.1333,-132.983,38,0.02,0.16,5.5,,4.3,,39.1,2.3,0.04,0.08,0.05,0.26,
DUNITE,56.1167,-132.9,37.4,0.02,0.32,4.2,,5.4,,41.7,0.58,,0.08,0.05,0.26,
PERIDOTITE,56.1167,-132.9,51.4,0.13,1.7,1.2,,3.3,,19.8,20.6,0.16,0.08,0.02,0.16,
DUNITE,56.1167,-132.883,36.3,,0.27,4.1,,4.7,,42.6,0.33,,0.03,0.05,0.22,
DUNITE,56.1167,-132.9,36.7,0.02,0.18,5.2,,3.7,,42.5,0.35,0.04,0.09,0.05,0.24,
PERIDOTITE,35.7167,-79.9167,42.8,0.49,11.9,1.3,,9.9,,18.6,7.2,0.3,0.79,0.12,0.18,
PERIDOTITE,42.125,-72.375,49,0.39,4.9,1.7,,5.2,,22.4,13.5,0.89,0.38,0.24,,
PERIDOTITE,46.75,-111.75,45.5,0.72,10.9,7,,1.1,,13.3,16.8,0.26,0.73,0.24,0.47,
DUNITE,37.75,-120.375,36.3,0.04,0.3,3.4,,3.1,,43.6,0.13,0.19,0.06,,0.08,
DUNITE,37.75,-120.375,36.3,0.03,0.3,3.6,,3.5,,43.8,0.06,0.19,0.06,,0.11,
DUNITE,37.75,-120.375,39.2,0.04,0.5,2.8,,5.6,,45.6,0.19,0.19,0.06,,0.11,
PERIDOTITE,38.7667,-122.833,42.3,0.02,2,3.4,,4.1,,38.2,1.7,0.05,,0.04,0.12,
PERIDOTITE,37.4,-121.383,40.5,0.1,4.4,6.2,,7.6,,29.4,5.2,0.08,0.08,0.05,0.17,
PERIDOTITE,37.4,-121.383,40,0.11,3.4,8.9,,8.9,,29.4,3.3,0.05,0.12,0.04,0.2,
DUNITE,58.2617,-133.585,41.3,0.01,2.5,1.1,,6.8,,43.4,1.7,0.45,0.02,,0.11,
PERIDOTITE,57.9167,-133.391,44.5,,0.7,2.3,,6,,44.5,0.28,0.12,0.04,0.02,0.12,
PERIDOTITE,57.9025,-133.352,43.3,0.01,0.59,1.8,,6.7,,44.8,0.23,0.1,0.32,0.01,0.12,
PERIDOTITE,57.8861,-133.352,42.2,0.01,0.49,3.3,,4,,41,0.43,0.09,0.1,0.01,0.11,
DUNITE,57.8861,-133.352,45.7,,1.2,2.7,,5,,43,1.2,0.11,,0.01,0.09,
PERIDOTITE,57.9806,-133.128,48.2,,1.8,1.2,,5.8,,38.5,0.03,0.05,0.01,0.02,0.09,
PERIDOTITE,57.9961,-133.365,46.5,0.16,1.6,3.9,,2.9,,35.5,0.09,0.08,0.01,0.02,0.07,
PERIDOTITE,58.2194,-133.564,40.4,,0.8,1.6,,6.6,,48.6,0.1,0.03,,0.02,0.11,
PERIDOTITE,68.2383,-161.15,51.8,0.12,2.3,0.73,,3.5,,21.6,20.3,0.08,,0.03,0.08,
DUNITE,68.2383,-161.15,38.7,0.02,0.49,2.9,,5.8,,45,0.35,,,0.03,0.1,
PERIDOTITE,62.4961,-152.472,42.2,0.14,2,1.6,,8.7,,40.1,3.4,0.25,0.77,0.11,0.15,
PERIDOTITE,37.75,-90.25,20.4,1.7,5.4,3.4,,1.4,,6.4,29.4,0.01,1.4,0.75,0.06,
DUNITE,38.75,-77.375,37.3,,1.9,9.8,,3.2,,34.4,0.58,0.09,0.07,0.03,0.14,
PERIDOTITE,38.75,-77.375,41.7,0.11,4.5,5.9,,5.6,,28.8,2.7,0.09,0.15,0.03,0.14,
DUNITE,48.5333,-122.717,42.6,0.01,1.1,1.3,,6,,45.3,0.87,0.01,,0.04,0.09,
PERIDOTITE,42.2492,-123.655,42.4,,,10.4,,,,42.8,,,,,,
PERIDOTITE,42.1375,-123.699,40.9,,,10.4,,,,40.2,,,,,,
PERIDOTITE,42.1436,-123.7,38.9,,,9.2,,,,39.4,,,,,,
PERIDOTITE,42.1536,-123.703,37.1,,,13.4,,,,41.9,,,,,,
PERIDOTITE,46.5128,-88.0208,54.6,2.3,13,3.2,,9.7,,3,6.2,3.1,1.7,0.37,0.19,
DUNITE,34.9464,-83.175,42,,0.61,3.5,,3.6,,43.1,0.16,0.06,0.19,0.03,0.1,
DUNITE,34.9467,-83.175,42.7,0.01,0.6,3,,4.6,,43.4,0.15,0.07,,0.02,0.12,
DUNITE,35.0853,-83.1175,40.3,0.03,1,1.8,,8.7,,46,0.27,,,0.03,0.16,
PERIDOTITE,47.9333,-91.9167,37.9,0.1,2.8,,,5,,35,2.3,,,,0.16,
DUNITE,34.8739,-83.5756,37.9,0.09,0.88,2.7,,17,,39.5,0.04,0.05,0.03,0.09,0.29,
DUNITE,34.8739,-83.5756,40.2,0.03,0.58,2.6,,8.8,,45.8,,0.08,0.02,0.08,0.19,
DUNITE,68.2586,-161.05,37.9,,0.34,,,,,46.31,0.56,,,,0.14,
DUNITE,68.2756,-161.068,25.5,0.08,6.24,,,,,28.84,0.2,,,,0.12,
DUNITE,68.3183,-160.759,34.24,,0.13,,,,,41.85,0.28,,,,0.1,
DUNITE,68.3183,-160.759,32.4,0.04,2.29,,,,,35.39,0.1,,,,0.1,
DUNITE,68.3194,-160.76,30.36,0.04,2.25,,,,,38.08,0.2,,,,0.13,
DUNITE,68.3217,-160.754,34.67,0.04,3.8,,,,,36.74,0.19,,,,0.14,
DUNITE,68.3222,-160.753,37.52,,0.18,,,,,45.64,0.24,,,,0.13,
DUNITE,68.3233,-160.749,37.16,,1.14,,,,,47.4,0.3,,,,0.12,
DUNITE,68.3261,-160.738,33.42,,0.5,,,,,41.72,0.09,,,0.02,0.13,
DUNITE,68.1861,-162.008,30.9,0.03,2.06,,,,,38.23,0.07,,,,0.11,
DUNITE,68.2456,-161.733,35.84,,0.58,,,,,44.18,0.32,,,,0.12,
DUNITE,68.2439,-161.743,36.62,,1.16,,,,,42.76,0.26,,,,0.17,
DUNITE,68.2461,-161.752,8.16,0.24,9.64,,,,,18.04,0.8,0.56,,,0.11,
WEHRLITE,68.2483,-161.867,41.82,0.1,3.15,,,,,33.48,8.5,,,0.02,0.16,
